0.000000000000000000e+00  5.399096651318806561e-01  1.079819330263761401e+01  1.619728995395641959e+02
8.205128205128205121e-03  6.340565819487227195e-01  1.216088008455499292e+01  1.698337854781312046e+02
1.641025641025641024e-02  7.396241421887934653e-01  1.357874066172246685e+01  1.753293374168459309e+02
2.461538461538461536e-02  8.569792218526106620e-01  1.503009712172270795e+01  1.779068581034141516e+02
3.282051282051282048e-02  9.862923306909592291e-01  1.648878460539757640e+01  1.770294223852430093e+02
4.102564102564102561e-02  1.127501608751137363e+00  1.792438454937705572e+01  1.722015934995984310e+02
4.923076923076923073e-02  1.280279626725281616e+00  1.930267744908885774e+01  1.629970204060423669e+02
5.743589743589743585e-02  1.444004840763018160e+00  2.058632542215994832e+01  1.490866168139785373e+02
6.564102564102564097e-02  1.617739590288439500e+00  2.173578321310621320e+01  1.302657949113524012e+02
7.384615384615383915e-02  1.800216462864871358e+00  2.271042306998761262e+01  1.064790755195104595e+02
8.205128205128205121e-02  1.989834673221619443e+00  2.346984486363961508e+01  7.784034388999764076e+01
9.025641025641026327e-02  2.184667810755911432e+00  2.397532879496230862e+01  4.464708364861065348e+01
9.846153846153846145e-02  2.382483905464605201e+00  2.419137504010214812e+01  7.387109860730570077e+00
1.066666666666666596e-01  2.580778259032376454e+00  2.408726375096885164e+01  -3.326336422752831368e+01
1.148717948717948717e-01  2.776818906758102834e+00  2.363856094983820810e+01  -7.645106412846961064e+01
1.230769230769230838e-01  2.967703945839973656e+00  2.282849189107671961e+01  -1.211666108064841296e+02
1.312820512820512819e-01  3.150429321181811737e+00  2.164910405324937415e+01  -1.662747299061085187e+02
1.394871794871794801e-01  3.321965040377569789e+00  2.010214742382324715e+01  -2.105527401397496021e+02
1.476923076923076783e-01  3.479337235437256926e+00  1.819961015459488962e+01  -2.527357627350754967e+02
1.558974358974359042e-01  3.619713039243393382e+00  1.596386263461188904e+01  -2.915665764075894231e+02
1.641025641025641024e-01  3.740484934263351491e+00  1.342738181530434360e+01  -3.258476356278067101e+02
1.723076923076923006e-01  3.839351086861485296e+00  1.063204916361642738e+01  -3.544925110022876424e+02
1.805128205128205265e-01  3.914388219937497304e+00  7.628038582442301596e+00  -3.765739262946314057e+02
1.887179487179487247e-01  3.964113805160439430e+00  4.472333523770753771e+00  -3.913656708994820974e+02
1.969230769230769229e-01  3.987534766754726956e+00  1.226933774386074205e+00  -3.983759585910462420e+02
2.051282051282051211e-01  3.984180462056936989e+00  -2.043169467721498656e+00  -3.973702669914775925e+02
2.133333333333333193e-01  3.954118408858177336e+00  -5.272157878477559123e+00  -3.883822970478477146e+02
2.215384615384615452e-01  3.897952025394439524e+00  -8.395588977772636241e+00  -3.717123955103952540e+02
2.297435897435897434e-01  3.816800488656782786e+00  -1.135253478677401695e+01  -3.479135351409145755e+02
2.379487179487179416e-01  3.712261650164184967e+00  -1.408755703139228288e+01  -3.177656921793401352e+02
2.461538461538461675e-01  3.586359725637831897e+00  -1.655242950294383775e+01  -2.822401440886578143e+02
2.543589743589743657e-01  3.441480150397618676e+00  -1.870753312523833500e+01  -2.424557836923124512e+02
2.625641025641025639e-01  3.280294527409983285e+00  -2.052286832533425098e+01  -1.996299688594199608e+02
2.707692307692307621e-01  3.105678961422101203e+00  -2.197865111160255580e+01  -1.550266728908689799e+02
2.789743589743589602e-01  2.920629254028559885e+00  -2.306548231386656411e+01  -1.099047573856534115e+02
2.871794871794871584e-01  2.728176427004000093e+00  -2.378410218413742783e+01  -6.546905955663787324e+01
2.953846153846153566e-01  2.531305853440021458e+00  -2.414476352512019730e+01  -2.282668710439423165e+01
3.035897435897436103e-01  2.332882928099671904e+00  -2.416627443467352876e+01  1.704952441075348091e+01
3.117948717948718085e-01  2.135587729227651721e+00  -2.387477563957067161e+01  5.334897525294797305e+01
3.200000000000000067e-01  1.941860549832129745e+00  -2.330232659798555517e+01  8.544186419261370702e+01
3.282051282051282048e-01  1.753859546943238090e+00  -2.248537880696459013e+01  1.128881325744529391e+02
3.364102564102564030e-01  1.573431113003644688e+00  -2.146321415687022238e+01  1.354371433523268138e+02
3.446153846153846012e-01  1.402092952602722820e+00  -2.027642116071629630e+01  1.530189492177787258e+02
3.528205128205127994e-01  1.241029283764168101e+00  -1.896547315701138459e+01  1.657284049973981723e+02
3.610256410256410531e-01  1.091097102832777388e+00  -1.756946104048677526e+01  1.738036623686631970e+02
3.692307692307692513e-01  9.528420746794836749e-01  -1.612501972534510486e+01  1.776007417301997009e+02
3.774358974358974494e-01  8.265223460241385434e-01  -1.466547342176163582e+01  1.775659091888439036e+02
3.856410256410256476e-01  7.121384314581468145e-01  -1.322021088142816048e+01  1.742075075760824916e+02
3.938461538461538458e-01  6.094672840169106376e-01  -1.181428889017396067e+01  1.680687177770656717e+02
4.020512820512820440e-01  5.180987234147942377e-01  -1.046825112950917358e+01  1.597024838137316181e+02
4.102564102564102422e-01  4.374725391085982906e-01  -9.198140565873089258e+00  1.496495477305743407e+02
4.184615384615384404e-01  3.669147929948506914e-01  -8.015677016195198235e+00  1.384202339773946449e+02
